endTime,artistName,trackName,msPlayed
6/14/19 4:21,Courtney Barnett,Walkin’ On Eggshells,67158
6/14/19 23:03,Anne Sexton,Unknown Girl In The Maternity Ward,42752
6/14/19 23:05,Anne Sexton,"For John, Who Begs Me Not To Enquire",113080
6/14/19 23:42,Anne Sexton,Noon Walk On The Asylum Lawn,48066
6/14/19 23:43,Anne Sexton,Lullaby,66400
6/14/19 23:45,Anne Sexton,Said The Poet To The Analyst,77640
6/14/19 23:46,Anne Sexton,Elizabeth Gone,101346
6/14/19 23:48,Anne Sexton,"Doors, Doors, Doors - Section 3",90960
6/14/19 23:54,Anne Sexton,The Operation,385413
6/14/19 23:55,Anne Sexton,The Truth The Dead Know,65866
6/14/19 23:57,Anne Sexton,Old Dwarf Heart,84440
6/14/19 23:59,Anne Sexton,"You, Doctor Martin",137320
6/15/19 0:01,Anne Sexton,Music Swims Back To Me,105240
6/15/19 0:04,Anne Sexton,All My Pretty Ones,193600
6/15/19 0:09,Anne Sexton,Some Foreign Letters,284613
6/15/19 0:10,Anne Sexton,The Moss Of His Skin,59000
6/15/19 0:11,Anne Sexton,What's That,105306
6/15/19 0:14,Anne Sexton,Kind Sir_ These Words,127026
6/15/19 0:15,Anne Sexton,For A Friend Whose Work Has Come,64760
6/15/19 0:19,Anne Sexton,Her Kind,78280
6/15/19 0:23,Anne Sexton,Unknown Girl In The Maternity Ward,221840
6/15/19 0:29,Anne Sexton,All My Pretty Ones,193600
6/15/19 0:29,Anne Sexton,Noon Walk On The Asylum Lawn,48066
6/15/19 0:31,Anne Sexton,Elizabeth Gone,101346
6/15/19 0:32,Anne Sexton,Lullaby,66400
6/15/19 0:34,Anne Sexton,"Doors, Doors, Doors - Section 3",90960
6/15/19 0:35,Anne Sexton,The Truth The Dead Know,65866
6/15/19 0:37,Anne Sexton,Old Dwarf Heart,6796
6/15/19 0:37,Anne Sexton,"You, Doctor Martin",137320
6/15/19 0:37,Anne Sexton,"You, Doctor Martin",533
6/15/19 0:39,Anne Sexton,The Truth The Dead Know,1151
6/15/19 0:42,Julia Jacklin,Pressure To Party,182306
6/15/19 0:45,Julia Jacklin,Comfort,187773
6/15/19 0:45,Julia Jacklin,Good Guy,1280
6/15/19 0:45,Julia Jacklin,Convention,18104
6/15/19 0:46,Julia Jacklin,Turn Me Down,47808
6/15/19 0:49,Julia Jacklin,Pressure To Party,182306
6/15/19 0:52,Julia Jacklin,Pressure To Party,169833
6/15/19 12:31,Julien Baker,Red Door,250833
6/15/19 12:31,Courtney Barnett,Sunday Roast,16164
6/15/19 12:35,Julien Baker,Conversation Piece,188520
6/15/19 12:36,Julien Baker,Red Door,96078
6/15/19 12:40,PUP,Familiar Patterns,219840
6/15/19 12:43,PUP,My Life Is Over and I Couldn't Be Happier,146493
6/15/19 12:47,PUP,Pine Point,240853
6/15/19 12:50,PUP,Can't Win,187053
6/15/19 12:52,PUP,DVP,148893
6/15/19 12:56,PUP,The Coast,233213
6/15/19 12:58,PUP,Doubts,134061
6/16/19 15:26,Anne Sexton,"For John, Who Begs Me Not To Enquire",113080
6/16/19 16:16,Anne Sexton,Said The Poet To The Analyst,17833
6/16/19 18:18,Black Belt Eagle Scout,Keyboard,230836
6/16/19 18:31,Anne Sexton,Noon Walk On The Asylum Lawn,13079
6/16/19 18:36,Julia Jacklin,Body,307613
6/16/19 18:41,Black Belt Eagle Scout,I Don't Have You In My Life,263667
6/16/19 18:45,Black Belt Eagle Scout,Yard,250039
6/16/19 18:49,PUP,Kids,210160
6/16/19 18:52,Black Belt Eagle Scout,Mother of My Children,184231
6/16/19 18:56,Black Belt Eagle Scout,Indians Never Die,270871
6/16/19 18:59,PUP,Morbid Stuff,164600
6/16/19 19:03,Black Belt Eagle Scout,"Sam, A Dream",273687
6/16/19 19:08,Black Belt Eagle Scout,Just Lie Down,241946
6/16/19 19:14,Black Belt Eagle Scout,Soft Stud,368063
6/16/19 19:19,PUP,Scorpion Hill,308133
6/16/19 19:23,Julia Jacklin,When The Family Flies In,240026
6/16/19 19:25,PUP,Free at Last,154813
6/16/19 19:26,PUP,Full Blown Meltdown,6718
6/16/19 19:29,PUP,See You at Your Funeral,220133
6/16/19 19:40,PUP,Sibling Rivalry,207840
6/16/19 19:43,PUP,"Bloody Mary, Kate and Ashley",164040
6/16/19 19:47,PUP,City,231866
6/16/19 19:48,PUP,Old Wounds,82002
6/16/19 19:51,Julia Jacklin,You Were Right,142386
6/16/19 19:54,PUP,Closure,188413
6/16/19 19:56,PUP,"If This Tour Doesn't Kill You, I Will",138813
6/16/19 19:59,PUP,Sleep In The Heat,201520
6/16/19 20:03,PUP,Bare Hands,215306
6/16/19 20:06,Julia Jacklin,Head Alone,178986
6/16/19 20:12,Julia Jacklin,Don't Know How To Keep Loving You,332986
6/16/19 20:13,Anne Sexton,What's That,105306
6/16/19 20:17,Anne Sexton,Unknown Girl In The Maternity Ward,221840
6/16/19 20:19,Anne Sexton,"You, Doctor Martin",137320
6/16/19 20:23,Julia Jacklin,Convention,196106
6/16/19 20:24,Anne Sexton,Music Swims Back To Me,105240
6/16/19 20:27,Anne Sexton,Kind Sir_ These Words,127026
6/16/19 20:33,Anne Sexton,The Operation,385413
6/16/19 20:34,Anne Sexton,The Moss Of His Skin,59000
6/16/19 20:35,Anne Sexton,Noon Walk On The Asylum Lawn,48066
6/16/19 20:36,Anne Sexton,Lullaby,66400
6/16/19 20:39,Julia Jacklin,Pressure To Party,182306
6/16/19 20:43,PUP,The Coast,233213
6/16/19 20:44,Anne Sexton,"Doors, Doors, Doors - Section 3",90960
6/16/19 20:46,PUP,Can't Win,77909
6/16/19 20:49,PUP,Familiar Patterns,219840
6/16/19 20:51,Anne Sexton,Old Dwarf Heart,84440
6/16/19 20:54,Anne Sexton,All My Pretty Ones,193600
6/16/19 20:55,Anne Sexton,Said The Poet To The Analyst,77640
6/16/19 20:56,Anne Sexton,The Truth The Dead Know,65866
6/16/19 21:01,Anne Sexton,Some Foreign Letters,284613
6/16/19 21:02,Anne Sexton,Her Kind,78280
6/16/19 21:03,Anne Sexton,Elizabeth Gone,12846
6/16/19 21:07,PUP,Pine Point,240853
6/16/19 21:08,Anne Sexton,For A Friend Whose Work Has Come,64760
6/16/19 21:10,PUP,DVP,148893
6/16/19 21:16,Julia Jacklin,Turn Me Down,349626
6/16/19 21:19,Julia Jacklin,Comfort,187773
6/16/19 21:22,PUP,My Life Is Over and I Couldn't Be Happier,146493
6/16/19 21:25,PUP,Doubts,180346
6/16/19 21:29,Julia Jacklin,Good Guy,251880
6/16/19 21:31,Anne Sexton,"For John, Who Begs Me Not To Enquire",113080
6/16/19 21:37,The Avett Brothers,Smoke In Our Lights,340626
6/16/19 21:42,The Avett Brothers,Open Ended Life,291040
6/16/19 21:44,The Avett Brothers,Pretty Girl From Michigan,166920
6/16/19 21:48,The Avett Brothers,Pretty Girl From Annapolis,207986
6/16/19 21:53,The Avett Brothers,Pretty Girl at the Airport,298733
6/16/19 21:58,The Avett Brothers,Causey Commentary,12909
6/16/19 21:58,The Avett Brothers,All My Mistakes,307946
6/16/19 22:00,The Avett Brothers,In the Curve - Bonus Track,36053
6/16/19 22:02,The Avett Brothers,Slight Figure Of Speech,142160
6/16/19 22:06,The Avett Brothers,And It Spread,246986
6/16/19 22:07,The Avett Brothers,Ill With Want,21458
6/16/19 22:11,The Avett Brothers,At the Beach,249173
6/16/19 22:12,The Avett Brothers,The D Bag Rag,74508
6/16/19 22:12,The Avett Brothers,Fisher Road To Hollywood,1578
6/16/19 22:17,The Avett Brothers,Bella Donna,183253
6/16/19 22:18,The Avett Brothers,It Goes On And On,3690
6/16/19 22:18,The Avett Brothers,The Greatest Sum (Electric),46988
6/16/19 22:18,The Avett Brothers,Tin Man,1173
6/16/19 22:22,The Avett Brothers,Please Pardon Yourself,248586
6/16/19 22:27,The Avett Brothers,Ten Thousand Words,336000
6/16/19 22:31,The Avett Brothers,A Gift for Melody Anne,241480
6/16/19 22:35,The Avett Brothers,Letter to a Pretty Girl,198933
6/16/19 22:36,The Avett Brothers,I And Love And You,60871
6/16/19 22:36,The Avett Brothers,Kick Drum Heart,5248
6/16/19 22:40,The Avett Brothers,Go to Sleep,244306
6/16/19 22:44,The Avett Brothers,Bring Your Love To Me,223573
6/16/19 22:44,The Avett Brothers,Salvation Song,725
6/16/19 22:44,The Avett Brothers,The New Love Song,0
6/16/19 22:44,The Avett Brothers,Do You Love Him,1194
6/16/19 22:44,Fox Academy,Lavender Blood,810
6/16/19 22:50,Hop Along,Prior Things,342720
6/16/19 22:50,AJJ,"Getting Naked, Playing with Guns",2059
6/17/19 21:12,Julia Jacklin,Body,307613
6/17/19 21:15,Julia Jacklin,Head Alone,178986
6/17/19 21:18,Julia Jacklin,Pressure To Party,182306
6/17/19 21:23,Julia Jacklin,Don't Know How To Keep Loving You,332986
6/17/19 21:27,Julia Jacklin,When The Family Flies In,240026
6/17/19 21:31,Julia Jacklin,Convention,196106
6/17/19 21:39,Julia Jacklin,Good Guy,251880
6/17/19 21:41,Julia Jacklin,You Were Right,142386
6/17/19 21:47,Julia Jacklin,Turn Me Down,349626
6/17/19 21:48,Julia Jacklin,Comfort,45344
6/19/19 0:50,Tanya Davis,Sad Secret,1984
6/19/19 0:50,Johnny Mathis,A Great Night for Crying,2069
6/19/19 4:07,Tanya Davis,Eulogy for You and Me,251533
6/19/19 4:10,Julia Jacklin,Pressure To Party,182306
6/19/19 4:15,Courtney Barnett,Sunday Roast,284320
6/19/19 4:20,The Avett Brothers,Pretty Girl at the Airport,298733
6/19/19 4:24,The National,Hard To Find,253454
6/19/19 4:27,The Mountain Goats,Snow Crush Killing Song,166933
6/19/19 4:30,Noname,Yesterday,189509
6/19/19 4:33,Laura Stevenson,"Living Room, NY",202773
6/19/19 4:37,Whitney,Golden Days,242093
6/19/19 4:41,The Hush Sound,You Are the Moon,207933
6/19/19 4:48,Lucy Dacus,Map On A Wall,448472
6/19/19 4:52,Kevin Devine,Prehistoric,231594
6/19/19 4:54,Sidney Gish,I Eat Salads Now,119454
6/19/19 4:59,Snail Mail,Pristine,295333
6/19/19 5:04,Mount Eerie,Tintin in Tibet,277260
6/19/19 5:07,Saintseneca,Only The Young Die Good,215000
6/19/19 5:11,Julien Baker,"Ketchum, ID",215689
6/19/19 5:16,Sidney Gish,Impostor Syndrome,294260
6/19/19 5:20,Anna Burch,Tea-Soaked Letter,220060
6/19/19 5:23,Forth Wanderers,Painting of Blue,187377
6/19/19 5:28,Snail Mail,Static Buzz,316905
6/19/19 5:31,Diet Cig,Aaron's Farty,205000
6/19/19 5:37,Phoebe Bridgers,Scott Street,305000
6/19/19 19:03,Black Belt Eagle Scout,Indians Never Die,8853
6/20/19 14:40,Billie Eilish,bury a friend,193143
6/20/19 14:44,Billie Eilish,when the party's over,196077
6/20/19 14:47,Billie Eilish,lovely (with Khalid),200185
6/20/19 14:51,Billie Eilish,wish you were gay,221543
6/20/19 14:51,Billie Eilish,!!!!!!!,13578
6/20/19 14:51,Billie Eilish,xanny,17004
6/20/19 19:36,Tanya Davis,Eulogy for You and Me,251533
6/20/19 19:39,Julia Jacklin,Pressure To Party,182306
6/20/19 19:43,Courtney Barnett,Sunday Roast,284320
6/20/19 19:48,The Avett Brothers,Pretty Girl at the Airport,298733
6/20/19 19:53,The National,Hard To Find,253454
6/20/19 19:55,The Mountain Goats,Snow Crush Killing Song,166933
6/20/19 19:59,Noname,Yesterday,189509
6/20/19 20:02,Laura Stevenson,"Living Room, NY",202773
6/20/19 20:06,Whitney,Golden Days,242093
6/20/19 20:10,The Hush Sound,You Are the Moon,207933
6/20/19 20:10,Boys Like Girls,The Great Escape,5665
6/20/19 20:14,Black Belt Eagle Scout,Yard,250039
6/20/19 20:18,Black Belt Eagle Scout,I Don't Have You In My Life,239901
6/20/19 20:23,Julia Jacklin,Body,307613
6/20/19 20:26,Julia Jacklin,Head Alone,178986
6/20/19 20:29,Julia Jacklin,Pressure To Party,182306
6/20/19 20:35,Julia Jacklin,Don't Know How To Keep Loving You,332986
6/20/19 20:38,Julia Jacklin,When The Family Flies In,187966
6/21/19 10:09,Hop Along,Prior Things,5205
6/21/19 10:15,Hop Along,Prior Things,342720
6/21/19 10:18,Adrianne Lenker,symbol,229133
6/21/19 10:23,Aminé,Turf,265840
6/21/19 10:25,Jamila Woods,Stellar,122345
6/21/19 10:28,Ravyn Lenae,Sticky,196754
6/21/19 10:31,Kevin Abstract,Miserable America,164985
6/21/19 10:34,Moses Sumney,Make Out in My Car - Sufjan Stevens Version,166880
6/21/19 10:38,Milo,Folk-Metaphysics,281853
6/21/19 10:42,Samia,21,192287
6/21/19 10:45,Angelo De Augustine,Haze,201885
6/21/19 10:50,Atta Boy,Saccharine,304813
6/21/19 10:53,AJJ,"Getting Naked, Playing with Guns",198897
6/22/19 13:13,Courtney Barnett,Sunday Roast,284320
6/22/19 13:18,The Avett Brothers,Pretty Girl at the Airport,298733
6/22/19 13:22,The National,Hard To Find,253454
6/22/19 13:25,The Mountain Goats,Snow Crush Killing Song,166933
6/22/19 13:28,Noname,Yesterday,189509
6/22/19 13:32,Laura Stevenson,"Living Room, NY",202773
6/22/19 13:36,Whitney,Golden Days,242093
6/22/19 13:39,The Hush Sound,You Are the Moon,207933
6/22/19 21:12,Billie Eilish,!!!!!!!,13578
6/22/19 21:16,Billie Eilish,bad guy,194087
6/22/19 21:20,Billie Eilish,xanny,243725
6/22/19 21:37,Billie Eilish,you should see me in a crown,66411
6/22/19 21:41,Nelly Furtado,Promiscuous,242200
6/22/19 21:45,Nelly Furtado,Promiscuous,242200
6/22/19 21:47,Lynda,Lo Mejor De Mi,448
6/22/19 21:47,Ace of Base,Giving It Up (Ace Version) - Bonus Track,981
6/22/19 21:47,The Ting Tings,Hit Me Down Sonny,213
6/22/19 21:47,The Ting Tings,Earthquake,92681
6/22/19 21:47,Spice Girls,Move Over,1301
6/22/19 21:47,Paula Abdul,One Or The Other,0
6/22/19 21:50,A*Teens,Slammin' Kinda Love,183946
6/22/19 21:53,Lily Allen,Not Big,196720
6/22/19 21:59,Spice Girls,Outer Space Girls,116296
6/22/19 22:00,JoJo,Music.,3861
6/22/19 22:00,JoJo,Too Little Too Late - 2018,6783
6/22/19 22:05,JoJo,Mad Love.,244413
6/22/19 22:08,JoJo,Vibe.,187440
6/22/19 22:10,JoJo,Honest.,94957
6/23/19 16:20,Ariana Grande,imagine,212266
6/23/19 16:23,Ariana Grande,needy,171573
6/23/19 16:26,Ariana Grande,NASA,182000
6/23/19 16:30,Ariana Grande,bloodline,216893
6/23/19 16:33,Ariana Grande,fake smile,208880
6/23/19 17:07,Ariana Grande,bad idea,267106
6/23/19 17:10,Ariana Grande,make up,140693
6/23/19 17:14,Ariana Grande,ghostin,271466
6/23/19 17:18,Ariana Grande,in my head,222946
6/23/19 17:21,Ariana Grande,7 rings,178626
6/23/19 17:24,Ariana Grande,"thank u, next",207320
6/23/19 17:28,Ariana Grande,"break up with your girlfriend, i'm bored",190440
6/23/19 17:31,Ariana Grande,successful,227386
6/23/19 17:34,Lauv,Superhero,179997
6/23/19 17:37,Jonas Brothers,Sucker,181040
6/23/19 17:40,Julia Michaels,What A Time (feat. Niall Horan),173306
6/23/19 17:46,Ariana Grande,get well soon,322026
6/23/19 17:49,ZAYN,Entertainer,202600
6/23/19 17:58,Miley Cyrus,D.R.E.A.M. (feat. Ghostface Killah),168346
6/23/19 18:01,Charli XCX,1999,189000
6/23/19 18:04,Bazzi,3:15,167018
6/23/19 18:08,Alessia Cara,Out Of Love,227693
6/23/19 18:09,Miley Cyrus,Unholy,2133
6/23/19 18:09,Ariana Grande,breathin,56615
6/23/19 18:09,Taylor Swift,You Need To Calm Down,1216
6/23/19 18:12,Lauv,i'm so tired...,162582
6/23/19 18:12,Shawn Mendes,Lost In Japan,1984
6/23/19 18:12,Ariana Grande,Break Free,41717
6/23/19 18:16,Cardi B,Be Careful,210787
6/23/19 18:19,Troye Sivan,My My My!,204726
6/23/19 18:24,Ariana Grande,Touch It,260000
6/23/19 19:07,Lauv,There's No Way (feat. Julia Michaels),69332
6/23/19 19:09,She & Him,God Only Knows,163413
6/23/19 19:33,Julia Jacklin,Pressure To Party,182306
6/23/19 19:33,Laura Stevenson,"Living Room, NY",11082
6/28/19 10:23,PUP,Scorpion Hill,308133
6/28/19 10:26,Anne Sexton,Music Swims Back To Me,7078
6/28/19 10:26,PUP,Morbid Stuff,725
6/28/19 10:26,Black Belt Eagle Scout,"Sam, A Dream",831
6/28/19 10:26,PUP,"If This Tour Doesn't Kill You, I Will",147766
6/28/19 10:28,PUP,Morbid Stuff,164600
6/28/19 10:30,Black Belt Eagle Scout,"Sam, A Dream",122452
7/1/19 15:15,Lucy Dacus,Forever Half Mast,242488
7/1/19 15:18,Lucy Dacus,Direct Address,199536
7/1/19 15:19,Phoebe Bridgers,Motion Sickness,6703
7/1/19 15:22,Dirty Projectors,What Is The Time,195773
7/1/19 15:25,Rett Madison,God Is a Woman,212112
7/1/19 15:29,Cayetana,Age of Consent (New Order),226286
7/1/19 15:33,pronoun,stay,228175
7/1/19 15:37,Kyle Craft,The Rager,211853
7/1/19 15:39,Culture Abuse,Goo,119108
7/1/19 15:44,Richard Reed Parry,When You Know Why You're Happy,298028
7/1/19 15:48,Landlady,Cadaver,254538
7/1/19 15:50,Joy Again,Country Song,133845
7/1/19 15:54,Valentine,Feeling Small,249050
7/1/19 15:58,Illiterate Light,Nuthin's Fair,205699
7/1/19 15:59,Esther Rose,Only Loving You,89667
7/1/19 16:03,Chance the Rapper,Good Ass Intro,239250
7/1/19 16:05,Chance the Rapper,Pusha Man,139406
7/1/19 16:10,Chance the Rapper,Paranoia,275281
7/1/19 16:15,Chance the Rapper,Cocoa Butter Kisses,307187
7/1/19 16:16,Chance the Rapper,Juice,30300
7/1/19 16:19,Chance the Rapper,Lost,184562
7/1/19 16:23,Chance the Rapper,Everybody's Something,276937
7/1/19 16:26,Chance the Rapper,Interlude (That's Love),149875
7/1/19 16:29,Chance the Rapper,Favorite Song,185062
7/1/19 16:32,Chance the Rapper,NaNa,200625
7/1/19 16:35,Chance the Rapper,Smoke Again,139641
7/1/19 16:37,Chance the Rapper,"14,400 Minutes",128571
7/1/19 16:40,Chance the Rapper,Nostalgia,203613
7/1/19 16:44,Chance the Rapper,Missing You,204293
7/1/19 16:47,Chance the Rapper,Windows,175500
7/1/19 16:51,Chance the Rapper,Brain Cells,292357
7/1/19 16:55,Chance the Rapper,Long Time,225000
7/1/19 16:57,Chance the Rapper,22 Offs,95277
7/1/19 17:00,Chance the Rapper,U Got Me Fucked Up,170958
7/1/19 17:04,Chance the Rapper,Family,245161
7/1/19 17:08,Chance the Rapper,Juke Juke,245000
7/1/19 17:12,Chance the Rapper,Fuck You Tahm Bout,249000
7/1/19 17:16,Chance the Rapper,Long Time II,237333
7/1/19 17:21,Chance the Rapper,Prom Night,324603
7/1/19 17:26,Chance the Rapper,Hey Ma,304153
7/1/19 17:27,Chance the Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),49696
7/1/19 17:31,Chance the Rapper,GRoCERIES,226845
7/1/19 19:28,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),42414
7/1/19 19:32,Luis Fonsi,Despacito,229360
7/1/19 19:36,Halsey,Hurricane,223081
7/1/19 19:39,Iron & Wine,Call It Dreaming,231760
7/1/19 19:43,Katy Perry,Swish Swish,242520
7/1/19 19:50,Phosphorescent,Song For Zula,370200
7/1/19 19:50,Taylor Swift,You Are In Love,29508
7/1/19 19:55,Way Out West,Don't Forget Me,313773
7/1/19 19:58,The Boxer Rebellion,New York,172760
7/1/19 20:03,Bootstraps,Haywire,36850
7/1/19 20:03,Taylor Swift,I Almost Do,18522
7/1/19 20:03,The National,Hard To Find,253454
7/1/19 20:07,Incubus,Wish You Were Here,212733
7/1/19 20:11,Incubus,Pistola,262706
7/1/19 20:16,Incubus,Mexico,258306
7/1/19 20:19,Incubus,State Of The Art,226946
7/1/19 20:22,Incubus,"Promises, Promises",131346
7/1/19 20:26,Incubus,Here in My Room,259000
7/1/19 20:30,Incubus,Drive,232453
7/1/19 20:53,Incubus,No Fun,7470
7/1/19 20:53,Incubus,A Kiss to Send Us Off,219836
7/1/19 20:53,Incubus,Trust Fall,2860
7/1/19 20:58,Incubus,11:00 AM,253426
7/1/19 21:02,Incubus,Summer Romance (Anti-Gravity Love Song),265733
7/1/19 21:06,Incubus,Clean,235706
7/1/19 21:09,Incubus,Stellar,189323
7/2/19 15:07,Taylor Bennett,Broad Shoulders (feat. Chance the Rapper),227263
7/2/19 15:11,Taylor Bennett,NO ONE OUTSIDE,230272
7/2/19 15:12,Mike WiLL Made-It,Grown up Fairy Tales (feat. Chance the Rapper & Jeremih),69644
7/2/19 15:12,Julia Jacklin,When The Family Flies In,2370
7/2/19 15:14,Haley Heynderickx,Little Wind,122000
7/2/19 15:17,Girlpool,Lucy's,183181
7/2/19 15:21,Better Oblivion Community Center,Dominos,272033
7/2/19 15:22,Lucy Dacus,Night Shift,1670
7/2/19 15:22,Julien Baker,Me & My Dog,36524
7/2/19 15:22,Radiator Hospital,Five & Dime,15650
7/2/19 15:26,The Avett Brothers,At the Beach,249173
7/2/19 15:31,Birdtalker,Heavy,264150
7/2/19 15:34,Mt. Joy,Bigfoot,203386
7/2/19 15:37,The Ballroom Thieves,Pocket of Gold,148240
7/2/19 15:42,Dawes,Don't Send Me Away,294719
7/2/19 15:46,The Decemberists,Yankee Bayonet (I Will Be Home Then),258915
7/2/19 15:49,The Wood Brothers,The Muse,201000
7/2/19 15:52,Langhorne Slim,Say Yes,184933
7/2/19 15:56,The Head and the Heart,Honey Come Home,201293
7/2/19 16:00,The Milk Carton Kids,Blindness,254880
7/2/19 16:04,Lord Huron,The Night We Met (feat. Phoebe Bridgers),209081
7/2/19 16:09,Blind Pilot,Three Rounds and a Sound - Daytrotter Version,317693
7/2/19 16:13,Dr. Dog,How Long Must I Wait,220346
7/2/19 16:16,Henry Jamison,Gloria,227666
7/2/19 16:20,The Lone Bellow,Watch Over Us,213920
7/2/19 16:24,Big Red Machine,I Won't Run From It,218786
7/2/19 16:28,Gregory Alan Isakov,Idaho,282586
7/2/19 16:31,Fruit Bats,The Bottom of It,181400
7/2/19 16:36,Lucy Dacus,The Shell,277840
7/2/19 16:39,Lake Street Dive,You Go Down Smooth,209400
7/2/19 16:42,Trampled by Turtles,Codeine,124515
7/2/19 20:57,Horse Feathers,Fit Against the Country,1880
7/7/19 13:09,Pinegrove,New Friends,196733
7/7/19 13:14,The Avett Brothers,True Sadness,275360
7/7/19 13:17,Leon Bridges,Coming Home,206386
7/7/19 13:22,Chris Gethard,Crying at the Wawa (feat. Mal Blum),311867
7/7/19 13:24,Pinegrove,Angelina,101053
7/7/19 13:30,Kanye West,Gorgeous,357653
7/7/19 13:33,All Time Low,Umbrella,153066
7/7/19 13:36,The Maine,I Wanna Love You,182853
7/7/19 13:40,Lorene Drive,Hey Ya!,264053
7/7/19 13:44,Hot Rod Circuit,Gin And Juice,216306
7/8/19 11:08,Julia Jacklin,Body,307613
7/8/19 11:12,Julia Jacklin,Good Guy,251880
7/8/19 11:18,Julia Jacklin,Turn Me Down,349626
7/8/19 11:20,Julia Jacklin,You Were Right,142386
7/8/19 11:23,Julia Jacklin,Comfort,187773
7/8/19 11:24,Julia Jacklin,Convention,15990
7/9/19 1:13,The Avett Brothers,Sanguine,132032
7/9/19 19:55,Lucy Dacus,Addictions,204125
7/9/19 19:58,Julia Jacklin,Head Alone,178986
7/9/19 20:01,Girlpool,Hire,175418
7/9/19 20:07,Car Seat Headrest,(Joe Gets Kicked Out of School for Using) Drugs With Friends (But Says This Isn't a Problem),337106
7/9/19 20:11,Soccer Mommy,Flaw,970
7/9/19 20:11,Snail Mail,Static Buzz,7239
7/9/19 20:11,Adrianne Lenker,symbol,229133
7/9/19 20:15,Black Belt Eagle Scout,"Sam, A Dream",273687
7/9/19 20:18,Stella Donnelly,Season’s Greetings,169558
7/9/19 20:22,Silver Jews,Ballad of Reverend War Character,226693
7/9/19 20:28,Hop Along,Prior Things,342720
7/9/19 20:32,Phoebe Bridgers,Motion Sickness (Demo - Bonus Track),264452
7/9/19 20:39,Lady Lamb,Crane Your Neck,387693
7/9/19 20:43,Adult Mom,Patience,230814
7/9/19 20:47,Bedouine,Back To You,267040
7/9/19 20:50,Mothers,BEAUTY ROUTINE,195788
7/9/19 20:54,Chastity Belt,Different Now,228800
7/9/19 20:57,Haley Heynderickx,Drinking Song,194808
7/9/19 21:00,Forth Wanderers,Painting of Blue,187377
7/9/19 21:04,Julien Baker,Me & My Dog,206465
7/9/19 21:07,(Sandy) Alex G,Sarah (Bonus Track),176146
7/9/19 21:10,Tomberlin,Any Other Way,202616
7/9/19 21:15,Cass McCombs,There Can Be Only One,257453
7/9/19 21:22,Lucy Dacus,Map On A Wall,448472
7/9/19 21:24,Julia Jacklin,You Were Right,142386
7/9/19 21:34,Hand Habits,Bloom,566283
7/9/19 21:37,Car Seat Headrest,Unforgiving Girl (She's Not A Single Version),214463
7/9/19 21:40,Girlpool,Plants And Worms,162599
7/9/19 21:44,Black Belt Eagle Scout,Just Lie Down,241946
7/9/19 21:50,Big Thief,Mary,330106
7/9/19 21:54,Pinegrove,Waveform,271013
7/9/19 21:58,Hop Along,Not Abel,218554
7/10/19 18:08,Mvstermind,More,62680
7/10/19 18:08,Dan The Automator,Ryan,34590
7/10/19 18:11,Discovery,Can You Discover?,142466
7/10/19 18:12,Karstcast Moviecast,"#5 Free Solo, Wes Anderson, & Candy",1590
7/10/19 18:12,Ludwig van Beethoven,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2 ""Moonlight"": I. Adagio sostenuto",69163
7/10/19 18:12,Karstcast Moviecast,"#3 Nihal, The Favourite, & March Madness",11220
7/10/19 18:15,Dominique Young Unique,Throw It Down,21970
7/10/19 18:15,Anjimile,Sonja Smokes Me Out,163320
7/10/19 18:15,Dan The Automator,Molly and Nick Dance,1970
7/10/19 18:18,Dominique Young Unique,Throw It Down,159408
7/10/19 18:22,Dan The Automator,Amy Molly Fight,221480
7/10/19 18:24,Lykke Li,Unchained Melody,156000
7/10/19 18:28,Kings Go Forth,High on Your Love,253653
7/10/19 18:33,Handsome Boy Modeling School,Holy Calamity [Bear Witness II],241933
7/10/19 18:36,Leikeli47,Attitude,199066
7/10/19 18:38,Santigold,Look at These Hoes,108327
7/11/19 15:49,Tanya Davis,Sad Secret,267493
7/11/19 15:54,Kishi Bashi,Honeybody,266453
7/11/19 15:57,P.S. Eliot,Tennessee,184000
7/11/19 16:00,Mitski,Last Words of a Shooting Star,164226
7/11/19 16:01,The Mountain Goats,Snow Crush Killing Song,5960
7/11/19 16:01,Mountain Man,Rang Tang Ring Toon,71723
7/11/19 16:05,Tanya Davis,Eulogy for You and Me,251533
7/11/19 16:08,Julia Jacklin,Pressure To Party,182306
7/11/19 16:13,Courtney Barnett,Sunday Roast,284320
7/11/19 16:18,The Avett Brothers,Pretty Girl at the Airport,298733
7/11/19 16:22,The National,Hard To Find,253454
7/11/19 16:25,The Mountain Goats,Snow Crush Killing Song,166933
7/11/19 16:28,Noname,Yesterday,189509
7/11/19 16:32,Laura Stevenson,"Living Room, NY",202773
7/11/19 16:34,Sam Spiegel,To Whom It May Concern,24830
7/11/19 16:34,Whitney,Golden Days,122486
7/11/19 16:34,Santigold,Look at These Hoes,18720
7/11/19 16:34,Armani White,Onederful,8730
7/11/19 16:35,LCD Soundsystem,oh baby,46790
7/11/19 16:39,Little River Band,Help Is on It's Way,249600
7/11/19 16:44,Little River Band,Reminiscing,281173
7/11/19 16:49,Little River Band,Lady,311960
